Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5,Non-bionmin S5
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.233967543,3524.441406,1.233967543,0,37.9
1.237288594,3524.671387,1.237288594,0,38
1.240619659,3524.760254,1.240619659,0,38.1
1.24396348,3524.815186,1.24396348,0,38.2
1.247312188,3524.842529,1.247312188,0,38.3
1.250671625,3524.901855,1.250671625,0,38.4
1.25399971,3524.938965,1.25399971,0,38.5
1.257340312,3524.519043,1.257340312,0,38.6
1.260670304,3523.496338,1.260670304,0,38.7
1.263998032,3522.188232,1.263998032,0,38.8
1.267320991,3520.767334,1.267320991,0,38.9
1.270659924,3519.197021,1.270659924,0,39
1.273992181,3517.504639,1.273992181,0,39.1
1.277322769,3515.813477,1.277322769,0,39.2
1.280656338,3513.742188,1.280656338,0,39.3
1.283977747,3510.969238,1.283977747,0,39.4
1.287313581,3507.983887,1.287313581,0,39.5
1.290649533,3504.702393,1.290649533,0,39.6
1.293973088,3501.241699,1.293973088,0,39.7
1.297296524,3497.763672,1.297296524,0,39.8
1.300615907,3494.111572,1.300615907,0,39.9
1.303957701,3490.137939,1.303957701,0,40
1.307287335,3485.521973,1.307287335,0,40.1
1.310645223,3480.506836,1.310645223,0,40.2
1.313978434,3475.137207,1.313978434,0,40.3
1.317335367,3469.28125,1.317335367,0,40.4
1.320665598,3463.127686,1.320665598,0,40.5
1.323987722,3456.870605,1.323987722,0,40.6
1.327335,3450.22583,1.327335,0,40.7
1.330660343,3443.08252,1.330660343,0,40.8
1.334000111,3435.750488,1.334000111,0,40.9
1.337326646,3427.951416,1.337326646,0,41
1.340660095,3419.950439,1.340660095,0,41.1
1.343985796,3411.933838,1.343985796,0,41.2
1.347322106,3403.627686,1.347322106,0,41.3
1.350655556,3394.593506,1.350655556,0,41.4
1.353975773,3385.097656,1.353975773,0,41.5
1.357315779,3375.286133,1.357315779,0,41.6
1.360629916,3365.129883,1.360629916,0,41.7
1.363960624,3354.824219,1.363960624,0,41.8
1.367280483,3344.691162,1.367280483,0,41.9
1.370617032,3334.484863,1.370617032,0,42
1.373968124,3323.708008,1.373968124,0,42.1
1.377302885,3312.644531,1.377302885,0,42.2
1.380630851,3301.445068,1.380630851,0,42.3
1.383960128,3290.166504,1.383960128,0,42.4
1.387304902,3279.137695,1.387304902,0,42.5
1.39065814,3268.530518,1.39065814,0,42.6
1.393995762,3257.811279,1.393995762,0,42.7
1.397341251,3246.918457,1.397341251,0,42.8
1.400673866,3235.866455,1.400673866,0,42.9
1.4040097,3224.775391,1.4040097,0,43
1.407336354,3213.838867,1.407336354,0,43.1
1.41065979,3203.159668,1.41065979,0,43.2
1.413986444,3192.991699,1.413986444,0,43.3
1.417331934,3182.896729,1.417331934,0,43.4
1.420652628,3172.463135,1.420652628,0,43.5
1.423969626,3162.254395,1.423969626,0,43.6
1.427300692,3152.388672,1.427300692,0,43.7
