S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm,S1Tnbm
Deformation,Standard force,Standard travel,SG1,Test time
mm,N,mm,V,s
1.573562026,2629.880371,1.573562026,0,48.1
1.576997161,2625.036621,1.576997161,0,48.2
1.580369353,2619.741699,1.580369353,0,48.3
1.583653808,2613.41748,1.583653808,0,48.4
1.586984038,2607.864746,1.586984038,0,48.5
1.590354323,2603.089355,1.590354323,0,48.6
1.593694091,2597.620605,1.593694091,0,48.7
1.597012877,2592.458496,1.597012877,0,48.8
1.600234389,2586.462402,1.600234389,0,48.9
1.603604674,2581.411621,1.603604674,0,49
1.606923461,2576.32959,1.606923461,0,49.1
1.610251784,2571.194824,1.610251784,0,49.2
1.613515258,2565.374512,1.613515258,0,49.3
1.616866469,2560.54248,1.616866469,0,49.4
1.620194793,2555.765137,1.620194793,0,49.5
1.623490691,2551.640137,1.623490691,0,49.6
1.626765609,2546.632324,1.626765609,0,49.7
1.630063415,2541.36084,1.630063415,0,49.8
1.633489013,2537.882324,1.633489013,0,49.9
1.636849761,2532.847168,1.636849761,0,50
1.640178084,2528.61084,1.640178084,0,50.1
1.643527389,2524.526855,1.643527389,0,50.2
1.646911025,2520.556152,1.646911025,0,50.3
1.650248885,2516.126465,1.650248885,0,50.4
1.653642058,2511.769043,1.653642058,0,50.5
1.656949401,2506.567871,1.656949401,0,50.6
1.660214782,2501.784668,1.660214782,0,50.7
1.663682342,2498.130371,1.663682342,0,50.8
1.666947722,2494.308105,1.666947722,0,50.9
1.670338988,2489.970215,1.670338988,0,51
1.673615813,2485.130371,1.673615813,0,51.1
1.676953673,2481.022949,1.676953673,0,51.2
1.680304885,2477.29834,1.680304885,0,51.3
1.683698058,2473.745605,1.683698058,0,51.4
1.686993957,2468.433105,1.686993957,0,51.5
1.690312743,2463.95459,1.690312743,0,51.6
1.693651676,2459.855225,1.693651676,0,51.7
1.696959019,2455.542725,1.696959019,0,51.8
1.700254917,2450.974365,1.700254917,0,51.9
1.703487873,2446.398193,1.703487873,0,52
1.706837177,2442.323975,1.706837177,0,52.1
1.71020937,2438.859131,1.71020937,0,52.2
1.713537693,2435.409912,1.713537693,0,52.3
1.716768742,2431.956787,1.716768742,0,52.4
1.720108509,2428.770264,1.720108509,0,52.5
1.723469257,2425.151123,1.723469257,0,52.6
1.726852894,2421.785889,1.726852894,0,52.7
1.730169773,2418.397217,1.730169773,0,52.8
1.733509541,2414.332764,1.733509541,0,52.9
1.736967564,2411.110107,1.736967564,0,53
1.740328312,2407.324951,1.740328312,0,53.1
1.74362421,2402.543701,1.74362421,0,53.2
1.746889591,2398.24292,1.746889591,0,53.3
1.750324726,2394.545654,1.750324726,0,53.4
1.753643513,2390.670654,1.753643513,0,53.5
1.757013798,2386.905029,1.757013798,0,53.6
1.76032114,2382.24292,1.76032114,0,53.7
1.763628483,2378.186279,1.763628483,0,53.8
1.767010212,2374.795654,1.767010212,0,53.9
1.770328999,2370.354248,1.770328999,0,54
1.773647785,2365.764404,1.773647785,0,54.1
1.776943684,2361.330811,1.776943684,0,54.2
1.780315876,2356.807373,1.780315876,0,54.3
1.783621311,2351.891357,1.783621311,0,54.4
1.786940098,2347.121826,1.786940098,0,54.5
1.790117741,2341.578857,1.790117741,0,54.6
1.793468952,2337.975342,1.793468952,0,54.7
1.7968297,2333.944092,1.7968297,0,54.8
1.800179005,2329.395264,1.800179005,0,54.9
1.803453922,2324.633545,1.803453922,0,55
1.806772709,2319.787842,1.806772709,0,55.1
1.810186863,2315.678467,1.810186863,0,55.2
1.813515186,2311.780029,1.813515186,0,55.3
1.816875935,2306.77417,1.816875935,0,55.4
1.820141315,2301.61792,1.820141315,0,55.5
1.823608875,2297.307373,1.823608875,0,55.6
1.826895237,2292.090576,1.826895237,0,55.7
1.830297947,2288.080811,1.830297947,0,55.8
1.833584309,2282.655029,1.833584309,0,55.9
1.836945057,2277.295654,1.836945057,0,56
1.840305805,2272.457764,1.840305805,0,56.1
1.843742847,2267.475342,1.843742847,0,56.2
1.846952915,2262.807373,1.846952915,0,56.3
