bm1,bm1,bm1,bm1,bm1
Deformation,Standard force,Standard travel,Crosshead travel,Test time
mm,N,mm,mm,s
0.578993499,13.99589157,0.578993499,0.578993499,35.6
0.580656767,14.02626514,0.580656767,0.580656767,35.7
0.58233583,14.05972481,0.58233583,0.58233583,35.8
0.583993852,14.10416412,0.583993852,0.583993852,35.9
0.58565414,14.15391541,0.58565414,0.58565414,36
0.587322891,14.20504761,0.587322891,0.587322891,36.1
0.588994443,14.23408031,0.588994443,0.588994443,36.2
0.590653718,14.27814102,0.590653718,0.590653718,36.3
0.592319965,14.32693577,0.592319965,0.592319965,36.4
0.593977094,14.37692165,0.593977094,0.593977094,36.5
0.595642567,14.41695881,0.595642567,0.595642567,36.6
0.597308517,14.43946552,0.597308517,0.597308517,36.7
0.5989815,14.48384857,0.5989815,0.5989815,36.8
0.600655377,14.53138351,0.600655377,0.600655377,36.9
0.602318525,14.5717001,0.602318525,0.602318525,37
0.603987455,14.61914444,0.603987455,0.603987455,37.1
0.60565567,14.67054844,0.60565567,0.60565567,37.2
0.607326031,14.6938448,0.607326031,0.607326031,37.3
0.608985305,14.74161911,0.608985305,0.608985305,37.4
0.610662162,14.7725563,0.610662162,0.610662162,37.5
0.612327039,14.82087803,0.612327039,0.612327039,37.6
0.613988221,14.86249256,0.613988221,0.613988221,37.7
0.615659595,14.89758587,0.615659595,0.615659595,37.8
0.617324233,14.94833183,0.617324233,0.617324233,37.9
0.618992805,14.98561478,0.618992805,0.618992805,38
0.620666981,15.03755856,0.620666981,0.620666981,38.1
0.6223436,15.06682301,0.6223436,0.6223436,38.2
0.624012351,15.10203552,0.624012351,0.624012351,38.3
0.625668824,15.13879013,0.625668824,0.625668824,38.4
0.627331316,15.18500805,0.627331316,0.627331316,38.5
0.62899965,15.21782207,0.62899965,0.62899965,38.6
0.630678475,15.27299023,0.630678475,0.630678475,38.7
0.632339597,15.30701447,0.632339597,0.632339597,38.8
0.63399744,15.33874607,0.63399744,0.63399744,38.9
0.635658562,15.38341331,0.635658562,0.635658562,39
0.637322903,15.43034554,0.637322903,0.637322903,39.1
0.638986349,15.45384121,0.638986349,0.638986349,39.2
0.640656352,15.50844002,0.640656352,0.640656352,39.3
0.642327845,15.55827332,0.642327845,0.642327845,39.4
0.643998146,15.59353542,0.643998146,0.643998146,39.5
0.645669222,15.63400459,0.645669222,0.645669222,39.6
0.647325635,15.66867256,0.647325635,0.647325635,39.7
0.64898628,15.7248373,0.64898628,0.64898628,39.8
0.650655806,15.77221966,0.650655806,0.650655806,39.9
0.652320385,15.80639172,0.652320385,0.652320385,40
0.653986096,15.84915733,0.653986096,0.653986096,40.1
0.655639946,15.87765217,0.655639946,0.655639946,40.2
0.657322049,15.93989277,0.657322049,0.657322049,40.3
0.658993781,15.95079517,0.658993781,0.658993781,40.4
0.660660207,15.99595547,0.660660207,0.660660207,40.5
0.662317336,16.04613876,0.662317336,0.662317336,40.6
0.663991213,16.08185196,0.663991213,0.663991213,40.7
0.665662289,16.12834549,0.665662289,0.665662289,40.8
0.667331696,16.18911552,0.667331696,0.667331696,40.9
0.668990552,16.23404121,0.668990552,0.668990552,41
0.670656681,16.25576973,0.670656681,0.670656681,41.1
0.672318935,16.30456161,0.672318935,0.672318935,41.2
0.673977852,16.34910202,0.673977852,0.673977852,41.3
0.675645888,16.38023567,0.675645888,0.675645888,41.4
0.677322268,16.43119049,0.677322268,0.677322268,41.5
0.678992271,16.45576668,0.678992271,0.678992271,41.6
0.680655181,16.50623322,0.680655181,0.680655181,41.7
0.682321489,16.5429554,0.682321489,0.682321489,41.8
0.683991671,16.57888031,0.683991671,0.683991671,41.9
0.685658991,16.60785103,0.685658991,0.685658991,42
0.687323034,16.67238998,0.687323034,0.687323034,42.1
0.688997447,16.71183205,0.688997447,0.688997447,42.2
0.690656662,16.7653904,0.690656662,0.690656662,42.3
0.692327917,16.80028152,0.692327917,0.692327917,42.4
0.693992734,16.83612442,0.693992734,0.693992734,42.5
0.69565773,16.87879562,0.69565773,0.69565773,42.6
0.697322786,16.92963028,0.697322786,0.697322786,42.7
0.698987007,16.95817757,0.698987007,0.698987007,42.8
0.700665236,17.00513077,0.700665236,0.700665236,42.9
0.702336967,17.0375061,0.702336967,0.702336967,43
0.704003751,17.09112549,0.704003751,0.704003751,43.1
0.705669701,17.12074089,0.705669701,0.705669701,43.2
0.707331717,17.17246628,0.707331717,0.707331717,43.3
0.708997726,17.19949913,0.708997726,0.708997726,43.4
0.710654914,17.26277351,0.710654914,0.710654914,43.5
0.712326586,17.28525352,0.712326586,0.712326586,43.6
0.713997781,17.3078804,0.713997781,0.713997781,43.7
0.715661407,17.36736488,0.715661407,0.715661407,43.8
0.717326343,17.40936661,0.717326343,0.717326343,43.9
0.719003499,17.45296097,0.719003499,0.719003499,44
0.720647216,17.50646591,0.720647216,0.720647216,44.1
0.722333252,17.53312302,0.722333252,0.722333252,44.2
0.724009812,17.5724659,0.724009812,0.724009812,44.3
0.725662351,17.62337303,0.725662351,0.725662351,44.4
0.72733134,17.6626606,0.72733134,0.72733134,44.5
0.729008138,17.7136631,0.729008138,0.729008138,44.6
0.730661213,17.74526405,0.730661213,0.730661213,44.7
0.732329786,17.78871536,0.732329786,0.732329786,44.8
0.733999312,17.83093262,0.733999312,0.733999312,44.9
0.73565799,17.8626194,0.73565799,0.73565799,45
0.737325847,17.89925575,0.737325847,0.737325847,45.1
0.738991022,17.94043159,0.738991022,0.738991022,45.2
0.740653515,17.98612404,0.740653515,0.740653515,45.3
0.742321491,18.03967285,0.742321491,0.742321491,45.4
0.743993819,18.07687569,0.743993819,0.743993819,45.5
0.745653093,18.12453651,0.745653093,0.745653093,45.6
0.747316658,18.16836166,0.747316658,0.747316658,45.7
0.748990417,18.20222855,0.748990417,0.748990417,45.8
0.750657141,18.24582291,0.750657141,0.750657141,45.9
0.752308667,18.2843399,0.752308667,0.752308667,46
0.753979921,18.33249283,0.753979921,0.753979921,46.1
0.755652428,18.38510513,0.755652428,0.755652428,46.2
0.757322311,18.42614937,0.757322311,0.757322311,46.3
0.758994579,18.45018768,0.758994579,0.758994579,46.4
0.760662198,18.50345802,0.760662198,0.760662198,46.5
0.762329996,18.5246315,0.762329996,0.762329996,46.6
0.76399231,18.58610535,0.76399231,0.76399231,46.7
0.765654862,18.61098099,0.765654862,0.765654862,46.8
0.767338097,18.6380558,0.767338097,0.767338097,46.9
0.769004643,18.6949482,0.769004643,0.769004643,47
0.770659864,18.73142242,0.770659864,0.770659864,47.1
0.772326291,18.79140663,0.772326291,0.772326291,47.2
0.773999751,18.82066727,0.773999751,0.773999751,47.3
0.775662959,18.86425781,0.775662959,0.775662959,47.4
0.777325153,18.89204597,0.777325153,0.777325153,47.5
0.778990924,18.93618393,0.778990924,0.778990924,47.6
0.780654311,18.99241447,0.780654311,0.780654311,47.7
0.782327116,19.01945496,0.782327116,0.782327116,47.8
0.783994436,19.0675602,0.783994436,0.783994436,47.9
0.785663605,19.10712433,0.785663605,0.785663605,48
0.787324488,19.15850067,0.787324488,0.787324488,48.1
0.788992584,19.19034767,0.788992584,0.788992584,48.2
0.79067111,19.22780228,0.79067111,0.79067111,48.3
0.792330682,19.28248405,0.792330682,0.792330682,48.4
0.794000685,19.30134201,0.794000685,0.794000685,48.5
0.795656085,19.3553791,0.795656085,0.795656085,48.6
0.797323942,19.39055061,0.797323942,0.797323942,48.7
0.798993587,19.45851517,0.798993587,0.798993587,48.8
0.800664127,19.50082016,0.800664127,0.800664127,48.9
0.80232203,19.52208519,0.80232203,0.80232203,49
0.803994417,19.57952309,0.803994417,0.803994417,49.1
