nbm2;nbm2;nbm2;nbm2;nbm2
Deformation;Standard force;Standard travel;Crosshead travel;Test time
mm;N;mm;mm;s
0.599151313;11.79907417;0.599151313;0.599151313;36.8
0.600821197;11.84298325;0.600821197;0.600821197;36.9
0.60248971;11.85512924;0.60248971;0.60248971;37
0.604156733;11.89784813;0.604156733;0.604156733;37.1
0.60582298;11.93071747;0.60582298;0.60582298;37.2
0.607493997;11.94686508;0.607493997;0.607493997;37.3
0.609154463;11.98070526;0.609154463;0.609154463;37.4
0.610820293;12.00706196;0.610820293;0.610820293;37.5
0.612485051;12.02623272;0.612485051;0.612485051;37.6
0.614158809;12.07145596;0.614158809;0.614158809;37.7
0.615823984;12.09428596;0.615823984;0.615823984;37.8
0.617483556;12.12391472;0.617483556;0.617483556;37.9
0.619139016;12.14765739;0.619139016;0.619139016;38
0.620814145;12.19364643;0.620814145;0.620814145;38.1
0.622471392;12.22221279;0.622471392;0.622471392;38.2
0.624143481;12.2484026;0.624143481;0.624143481;38.3
0.625817835;12.2755022;0.625817835;0.625817835;38.4
0.627468586;12.31209373;0.627468586;0.627468586;38.5
0.629141271;12.32753944;0.629141271;0.629141271;38.6
0.630816162;12.35866451;0.630816162;0.630816162;38.7
0.632482648;12.37401485;0.632482648;0.632482648;38.8
0.634148061;12.42156124;0.634148061;0.634148061;38.9
0.635827243;12.44341755;0.635827243;0.635827243;39
0.637502193;12.47533894;0.637502193;0.637502193;39.1
0.639161766;12.50067329;0.639161766;0.639161766;39.2
0.640837908;12.53491974;0.640837908;0.640837908;39.3
0.642500639;12.5673666;0.642500639;0.642500639;39.4
0.644161165;12.61120415;0.644161165;0.644161165;39.5
0.645834625;12.62689686;0.645834625;0.645834625;39.6
0.647506297;12.65722084;0.647506297;0.647506297;39.7
0.649180412;12.6668663;0.649180412;0.649180412;39.8
0.65083015;12.69427586;0.65083015;0.65083015;39.9
0.652494311;12.72976685;0.652494311;0.652494311;40
0.654171407;12.76403809;0.654171407;0.654171407;40.1
0.655834854;12.78457451;0.655834854;0.655834854;40.2
0.657493412;12.82740498;0.657493412;0.657493412;40.3
0.659170985;12.84484577;0.659170985;0.659170985;40.4
0.660827398;12.8793993;0.660827398;0.660827398;40.5
0.662493646;12.92283535;0.662493646;0.662493646;40.6
0.664163828;12.93937969;0.664163828;0.664163828;40.7
0.665834606;12.96159554;0.665834606;0.665834606;40.8
0.667481005;12.99178123;0.667481005;0.667481005;40.9
0.669165313;13.01857853;0.669165313;0.669165313;41
0.670815647;13.06820393;0.670815647;0.670815647;41.1
0.672489822;13.09614658;0.672489822;0.672489822;41.2
0.674160719;13.12394333;0.674160719;0.674160719;41.3
0.675820351;13.1381712;0.675820351;0.675820351;41.4
0.677490234;13.16362381;0.677490234;0.677490234;41.5
0.679156899;13.19992924;0.679156899;0.679156899;41.6
0.680822492;13.22044849;0.680822492;0.680822492;41.7
0.682483912;13.24026871;0.682483912;0.682483912;41.8
0.684141874;13.28258705;0.684141874;0.684141874;41.9
0.685806513;13.31957245;0.685806513;0.685806513;42
0.687474191;13.35142517;0.687474191;0.687474191;42.1
0.689144611;13.37089348;0.689144611;0.689144611;42.2
0.690812588;13.40332031;0.690812588;0.690812588;42.3
0.692476869;13.4440937;0.692476869;0.692476869;42.4
0.694147885;13.48351192;0.694147885;0.694147885;42.5
0.695818424;13.48687744;0.695818424;0.695818424;42.6
0.697481394;13.51747322;0.697481394;0.697481394;42.7
